newId,oldId,Name,Description,Category,Type,Region
dk_thyroid_ur,dk_thyroid_urban,Donêt Know Thyroid Urban Male,% of males within urban unit of observation that do not know whether they have Thyroid,,D,S
dk_thyroid_ru,dk_thyroid_rural,Donêt Know Thyroid Rural Male,% of males within rural unit of observation that do not know whether they have Thyroid,,D,S
heart_all_ma,heart_ma,Heart Disease Male,% of males within unit of observation that have Heart Disease,,D,S
heart_ur_ma,heart_ma_urban,Heart Disease Urban Male,% of males within Urban unit of observation that have Heart Disease,,D,S
heart_ru_ma,heart_ma_rural,Heart Disease Rural Male,% of males within Rural unit of observation that have Heart Disease,,D,S
t_heart_all_ma,treated_heart_ma,Treated Heart Disease Male,% of males that have Heart Disease within unit of observation that have attempted treatment for Heart Disease,,D,S
t_heart_ur_ma,treated_heart_ma_urban,Treated Heart Disease Urban Male,% of males that have Heart Disease within urban unit of observation that have attempted treatment for Heart Disease,,D,S
t_heart_ru_ma,treated_heart_ma_rural,Treated Heart Disease Rural Male,% of males that have Heart Disease within rural unit of observation that have attempted treatment for Heart Disease,,D,S
dk_heart_all_ma,dk_heart_ma,Donêt Know Heart Disease Male,% of males within unit of observation that do not know whether they have Heart Disease,,D,S
dk_heart_ur_ma,dk_heart_ma_urban,Donêt Know Heart Disease Urban Male,% of males within urban unit of observation that do not know whether they have Heart Disease,,D,S
dk_heart_ru_ma,dk_heart_ma_rural,Donêt Know Heart Disease Rural Male,% of males within rural unit of observation that do not know whether they have Heart Disease,,D,S
