newId,oldId,Name,Description,Category,Type,Region
t_thyroid_ur_ma,treated_thyroid_ma_urban,Treated of Those Diagnosed (Urban Male),% of males that have Thyroid within urban unit of observation that have attempted treatment for Thyroid,,D,S
t_thyroid_ru_ma,treated_thyroid_ma_rural,Treated of Those Diagnosed (Rural Male),% of males that have Thyroid within rural unit of observation that have attempted treatment for Thyroid,,D,S
dk_thyroid,dk_thyroid,Don`t Know (Male),% of males within unit of observation that do not know whether they have Thyroid,,D,S
dk_thyroid_ur,dk_thyroid_urban,Don`t Know (Urban Male),% of males within urban unit of observation that do not know whether they have Thyroid,,D,S
dk_thyroid_ru,dk_thyroid_rural,Don`t Know (Rural Male),% of males within rural unit of observation that do not know whether they have Thyroid,,D,S
heart_all_ma,heart_ma,Diagnosed (Male),% of males within unit of observation that have Heart Disease,,D,S
heart_ur_ma,heart_ma_urban,Diagnosed (Urban Male),% of males within Urban unit of observation that have Heart Disease,,D,S
heart_ru_ma,heart_ma_rural,Diagnosed (Rural Male),% of males within Rural unit of observation that have Heart Disease,,D,S
t_heart_all_ma,treated_heart_ma,Treated of Those Diagnosed (Male),% of males that have Heart Disease within unit of observation that have attempted treatment for Heart Disease,,D,S
t_heart_ur_ma,treated_heart_ma_urban,Treated of Those Diagnosed (Urban Male),% of males that have Heart Disease within urban unit of observation that have attempted treatment for Heart Disease,,D,S
t_heart_ru_ma,treated_heart_ma_rural,Treated of Those Diagnosed (Rural Male),% of males that have Heart Disease within rural unit of observation that have attempted treatment for Heart Disease,,D,S
dk_heart_all_ma,dk_heart_ma,Don`t Know (Male),% of males within unit of observation that do not know whether they have Heart Disease,,D,S
dk_heart_ur_ma,dk_heart_ma_urban,Don`t Know (Urban Male),% of males within urban unit of observation that do not know whether they have Heart Disease,,D,S
dk_heart_ru_ma,dk_heart_ma_rural,Don`t Know (Rural Male),% of males within rural unit of observation that do not know whether they have Heart Disease,,D,S
